site_visits,products_viewed_per_visit,avg_time_on_site,items_in_cart,purchases,total_spent,country
4.4663344186667135,2.3889724096611773,6.09,1,1,10.987347104473859,Brazil
3.0121723936040934,9.27777334352938,5.78,2,0,0.0,USA
3.2516682087507984,7.694263616977616,5.45,5,0,0.0,France
5.385485293884445,6.678715034560666,5.49,2,0,0.0,USA
10.244004564340011,5.7870632119525816,4.07,4,1,58.207865190316994,Germany
8.336325867569451,5.616660353305653,3.48,3,0,0.0,Germany
1.5596434876114265,7.529388159748418,3.73,1,1,13.373417557223975,Germany
3.481275572568616,0.15752070806191454,5.12,3,2,104.6103736388596,USA
9.59244023642707,6.206603403586544,8.8,3,1,45.88193416066046,Germany
8.0870500514934,7.618457650608839,4.19,4,0,0.0,Brazil
9.537646629892683,6.1256691701727926,8.29,5,0,0.0,Germany
2.684576078951441,9.505791775445106,6.15,0,0,0.0,USA
8.008590456284436,4.48709729850916,3.53,4,0,0.0,Germany
3.409818357700619,9.652678053806705,4.66,7,0,0.0,Italy
4.935812076574196,2.108598518660689,7.36,6,0,0.0,Brazil
9.24142004639002,7.411148070668667,2.66,2,1,41.458871354527666,Germany
7.152779437671172,5.535825018041351,7.02,1,1,61.22168732916267,France
0.7766826235676583,11.245586274390954,8.28,3,3,251.58945048610397,USA
11.119989829056587,6.211672208834674,4.42,4,1,58.651406441570735,India
8.507881238866444,8.649619829628419,2.09,0,0,0.0,Brazil
6.587894465772961,6.6659986109898135,6.12,1,1,62.527628980366295,USA
4.901153827365774,9.859060503980022,5.75,5,1,24.907646478984113,Brazil
10.398569734189728,9.178185049358287,6.52,1,0,0.0,Germany
6.3103378678812065,6.808441039395703,2.49,1,0,0.0,France
3.216823517874776,8.302112264022277,6.28,1,0,0.0,USA
4.45167639745528,1.8695828305349513,6.69,2,0,0.0,Germany
4.508953031101975,3.1014094672095696,5.63,4,2,66.8277616914109,Germany
4.000685302477943,1.816893347235689,3.89,5,1,7.521668269485032,USA
9.128123725650926,8.005205920298975,2.32,4,0,0.0,France
8.076263882773413,9.244760332588315,6.2,2,0,0.0,India
10.42851907989031,7.306154907989605,1.0,2,1,88.43178834020516,Brazil
2.5882649649173066,8.435162018562576,6.0,7,0,0.0,Brazil
7.553348041873842,7.167596818015795,6.36,4,0,0.0,India
7.485617237236182,7.822884833506421,2.54,0,0,0.0,France
3.8668491266253984,1.1024419122969906,3.39,4,2,87.38856230753001,USA
6.487745831930204,3.1636993276584087,2.07,2,1,56.88945230777464,Italy
2.0009289833781607,12.940523834634648,5.35,2,1,53.127334530713064,USA
3.4138119980465165,10.187042973465767,4.07,1,1,76.01112768318104,Brazil
8.181821673460783,6.010250628246455,4.94,4,1,42.310662250686725,Italy
9.352324034964349,7.045388577208886,4.69,3,0,0.0,Germany
3.6008984991920645,8.62718642572392,3.11,1,0,0.0,France
2.8953459476220473,1.2828934507035274,6.74,2,0,0.0,Germany
6.424653875413196,1.986620048560025,5.18,6,2,120.42287013991503,Brazil
8.020641443581455,7.089731547898986,5.34,3,2,38.24180606712214,France
5.985168348046141,6.545734846402648,2.04,1,0,0.0,Italy
8.45468337166637,7.204068514242368,7.94,4,1,34.50856777751436,Germany
8.323556113643498,6.860818712902004,7.72,3,2,26.140249425483496,France
7.423537244664527,6.0542569234482375,2.37,0,0,0.0,Brazil
5.895034296255473,6.089437274585219,4.97,4,2,72.6011014719342,USA
0.536655446262942,7.6282981857993235,3.82,5,3,228.0246460938731,France
8.892679031036213,6.406494886757913,8.58,2,0,0.0,Germany
2.2598890274110213,10.059374602283075,8.42,5,0,0.0,USA
9.206063339911976,7.719220422106708,2.93,4,0,0.0,Germany
1.6864148422187477,8.051635116279344,9.34,4,0,0.0,Brazil
6.534852218558975,7.500132542352658,5.31,2,1,92.60226372192676,India
1.5339999932703203,9.515380298138167,3.64,7,1,69.19639458131516,USA
7.314362159275461,8.375307180579103,5.1,2,1,82.9070062766365,France
10.050849703719688,7.734883193068411,2.92,4,0,0.0,Brazil
6.784599305879197,5.151780212709613,5.04,4,0,0.0,India
3.0336220478261433,2.3681276542640393,4.58,1,1,35.219316208921086,India
2.026948670372093,7.776623705871024,3.86,3,1,89.7391749273081,Brazil
7.616888867543231,4.602420667245015,8.26,2,0,0.0,Brazil
7.566981625509563,5.78187378975252,2.53,3,0,0.0,Italy
9.101210229671386,7.554929266776119,7.62,1,1,45.721883176808674,Brazil
5.162399602670491,1.3200322940107911,5.55,1,1,31.253540118608825,India
5.360290840060626,6.7634478421064435,6.58,1,1,76.639493490497,Germany
9.065088553286156,7.996135806588546,6.0,2,0,0.0,Brazil
3.875021778468189,8.865316818431024,3.52,2,2,110.75346699548717,Brazil
9.272175279988582,7.519163443811019,5.9,1,1,72.29983551299587,Italy
5.983127520951104,9.620536015310877,4.68,0,0,0.0,USA
2.3133523679550687,8.03591335058329,1.14,6,2,85.99054266352537,France
4.355385485290844,8.084775268005911,5.86,6,2,139.95508793730025,USA
4.6078313420643875,2.0066943863293196,5.88,2,0,0.0,India
2.7481297222224446,8.647461716383633,5.5,4,1,6.413455786906707,Italy
3.422982125887934,3.3365461974790716,4.0,4,0,0.0,Italy
7.544734562170075,7.46367014117202,3.75,5,1,26.048821809353164,France
6.759018643537692,6.217802696627979,4.74,5,0,0.0,Brazil
7.461805096897343,7.524589905530095,2.93,3,1,69.3302116176689,USA
4.337781795203496,3.5605702863562687,5.2,3,0,0.0,India
5.5016528572258565,4.731403299338895,6.82,2,1,92.55941150093908,India
7.082795720135949,7.040762879642021,6.15,2,0,0.0,France
3.2187774778019227,7.755781217522987,5.55,1,0,0.0,Italy
1.7522090064073983,8.092120804020697,8.37,3,1,90.88462620844481,Brazil
4.208423191668216,0.1469175311794424,2.43,2,2,93.57111112742967,Italy
1.7298486191474178,8.975266608820778,3.27,5,0,0.0,Brazil
7.214231045681566,6.314476691389227,3.21,2,2,64.01888804719074,India
7.963573079926404,7.000915142697057,6.73,2,0,0.0,Germany
4.819949873924083,1.7002363637152191,3.23,2,1,18.18365045302989,Brazil
2.5966329518299314,9.56260575575282,4.56,7,3,33.63210921144689,Brazil
7.718284828671855,7.5610184224116415,1.0,3,1,80.84468640324894,Brazil
7.107511479533176,6.784502049163369,1.0,3,0,0.0,Italy
7.355111932340713,7.543942696101637,5.54,2,2,50.56745315646079,Brazil
9.539391287615198,7.810408865799275,3.45,3,1,43.535124780639926,India
7.5630082276714,5.7714351733202225,4.07,4,1,34.87711577507226,Germany
8.365112547628422,8.425718234269903,3.83,4,2,40.96431087101439,Brazil
9.356419258028357,6.379019583967175,4.0,2,0,0.0,USA
3.1665701770474746,8.96532109733987,5.39,4,1,40.102178479487755,India
5.900728356227411,2.58983366041185,2.9,2,1,45.24060177921741,Brazil
4.194228533198107,4.026988374027328,4.91,4,0,0.0,Brazil
5.670128530197668,1.5931328376513783,5.82,8,3,193.92934112881437,India
6.913489394556144,7.609538723133328,4.44,3,1,41.236408228869855,USA
7.595139957274019,6.924676492701429,4.62,5,3,29.73295577227447,India
8.932280122268295,7.723107468706463,2.66,6,0,0.0,Germany
7.160830786554037,6.756690459774986,4.89,6,1,29.059337324966503,Brazil
6.159830842142401,0.16263016479407355,7.79,2,1,23.894230253202043,USA
2.53004059560246,3.3124962734207317,8.77,3,1,90.21545546252655,USA
7.038776662688998,7.596503886976693,6.1,2,2,166.30352230021148,USA
5.955387127168205,2.1836659828622356,6.84,1,1,76.84774390795295,India
2.6693304186193907,9.685626204648788,4.15,2,0,0.0,Brazil
4.469493070839905,1.1603460936041672,9.36,2,2,95.21773434010939,France
2.6486438987337495,8.56409686334691,5.56,5,0,0.0,Italy
5.882705729554929,2.7003376728328323,2.79,2,1,21.990436741204054,Germany
9.81789307127056,6.521733807547653,4.96,7,0,0.0,Italy
6.672949562612154,7.009407050311455,7.53,0,0,0.0,Italy
3.6257146181011333,2.3121455776089936,4.33,5,0,0.0,USA
3.567638256694403,6.516225110705382,3.64,3,1,81.36880487493433,Germany
9.23108670905282,5.821685990868865,6.91,3,0,0.0,USA
7.495550792213007,7.053017611402528,5.39,3,1,46.986132649117195,Italy
7.129399803191653,6.351570391444545,2.62,7,0,0.0,Italy
3.8257255796304976,0.8079676839754435,5.39,5,3,27.050779625258844,India
3.3660494881805496,7.8882321672872715,3.64,7,2,151.4446458554618,USA
2.7578887492362973,10.621631704218315,7.82,4,1,70.96244960469237,Brazil
6.716179444533793,6.751259971920033,5.8,1,0,0.0,USA
2.5468323254775984,10.117588010214844,3.31,2,1,55.68715170143307,USA
5.573689262303098,2.476402068473228,2.94,4,1,94.11922794259942,France
5.613605067080469,2.271967464262494,4.42,4,0,0.0,Brazil
3.1030090311214553,8.84865471788069,6.09,1,0,0.0,Italy
1.271543865540752,9.394053764239217,4.1,5,1,10.105810585311907,USA
8.775880779972882,7.874096509200301,3.45,4,1,14.073606465489505,India
4.274637858738255,0.30199991144666694,5.95,3,0,0.0,Brazil
6.824419182158937,7.809957541668597,1.85,2,2,102.02894689443272,India
5.8181316837761035,2.3813055967190886,4.0,5,0,0.0,Italy
4.556789508484918,2.622051609844571,6.24,3,0,0.0,Italy
3.566190177310349,2.0542522268415557,4.58,4,1,29.749948576280925,India
5.78324036643393,2.1580283380010967,2.13,3,0,0.0,India
2.8244668676930957,9.773255348691588,7.21,1,0,0.0,Italy
8.567864247905453,7.345504468142305,7.62,2,0,0.0,Italy
6.441603585823173,7.142926416573006,4.91,5,0,0.0,Italy
5.395737037383508,7.349240309403409,2.82,4,0,0.0,France
3.033286020987343,9.166641000232044,4.86,3,0,0.0,USA
10.377953450841972,6.128839447482151,2.46,2,0,0.0,India
7.385716482343159,8.013151940653408,3.24,5,1,31.886555335016123,France
7.423901624075809,7.95785352820629,6.54,2,0,0.0,France
7.5909471016978385,6.284978407362178,6.39,2,1,73.88100358021728,Italy
4.071743479939293,8.485233450852027,5.84,3,3,184.4956729182058,Italy
6.132568363327147,8.201318825132075,6.5,3,0,0.0,USA
2.1655793334842888,7.251245972835587,6.08,2,1,29.72869608372286,Germany
6.737340566822899,5.5642358954581255,6.33,1,0,0.0,Germany
5.2509497413386725,1.2067032529209443,6.54,1,1,28.387584338881986,Germany
4.813826044640913,1.354994641840563,3.49,3,0,0.0,Brazil
4.340879870258776,7.962976216558977,3.23,0,0,0.0,Germany
1.6936966006084875,8.966197620867549,3.0,2,0,0.0,Brazil
7.428023978962453,6.6138943331230395,6.29,6,1,51.47415720062076,India
6.775465566305467,2.2552039031500746,8.32,3,1,35.953600459889344,India
3.7219027316173654,3.7043393157080313,4.07,6,0,0.0,USA
2.9221954451961842,8.087587819351011,3.86,2,0,0.0,India
5.9487398083594325,5.069587114854953,5.92,2,0,0.0,Germany
9.22959547154355,6.434598106438933,4.81,4,0,0.0,USA
7.439230277372596,7.94435286078857,5.37,3,1,34.01402925669761,France
8.51068851991459,7.380898469305684,4.01,2,2,35.7869339713275,France
9.121620716053723,8.614853644563663,3.51,2,2,124.73428060862707,France
3.333711784580424,8.405696404958622,5.62,2,0,0.0,Brazil
3.294951049162929,0.8980666358239764,4.81,3,3,267.24982158044435,USA
9.285690705797226,8.175537950407197,10.42,1,1,17.927901711260148,USA
9.368338515415976,6.920765625592286,6.22,5,0,0.0,Italy
4.85895039876577,1.4977774417261898,3.79,4,2,57.428838269810875,Germany
6.592986034500676,2.6601263160394093,2.02,5,0,0.0,Germany
8.905444144171122,6.490915695759854,2.04,0,0,0.0,India
7.214400515856098,7.576226644622248,2.85,4,2,139.6060787316228,Brazil
9.459462555432252,6.380559543048939,7.94,2,2,175.29416778575208,Brazil
5.145436689443109,2.4094053887417872,2.37,1,1,67.81799493627702,Italy
1.9225038215774755,8.539382471575797,3.11,3,0,0.0,Germany
3.1268495184871004,8.698213272171271,3.27,4,0,0.0,France
4.569658474710485,0.5491082335472184,9.13,1,1,38.010935332185575,India
9.295640663192714,7.47919830318709,5.38,0,0,0.0,France
7.0795571142696865,6.137206287842348,7.96,3,3,205.6460169446541,France
10.096624141886917,7.105907492781036,2.56,1,1,27.729332175523542,Germany
6.182615203507877,2.2166447610775024,4.8,0,0,0.0,Germany
1.9880751946734119,9.659501714148378,6.92,5,0,0.0,Italy
6.646032109889694,4.763306538312094,8.07,2,2,104.4378085748595,Italy
6.21402562226051,1.627262403273904,2.0,6,0,0.0,France
3.8518312129950933,2.63009875028282,4.98,1,1,17.78491662803593,USA
7.878819699612681,8.081257029708606,9.97,4,0,0.0,India
3.111409683414531,9.483060384273346,5.07,0,0,0.0,India
6.988243846089612,6.99618040339643,2.61,0,0,0.0,France
3.296981374960989,8.393438529947206,3.17,4,3,65.63779796054939,Brazil
3.521301998312918,7.359429456332553,1.95,3,2,78.13540526841257,USA
4.661767657392936,2.290121690924847,4.93,2,0,0.0,India
3.0396987706632776,8.438467887553642,7.24,3,0,0.0,France
2.328134880281668,10.317564165514385,2.31,0,0,0.0,USA
8.4741576934936,6.324336012537045,4.15,3,0,0.0,Brazil
3.8563239125824467,8.04267208968767,1.31,3,1,45.85329417911584,Brazil
6.641752034802403,7.1347175792898305,3.27,2,1,14.604953724624753,Italy
8.37577983383826,7.700583825127103,3.83,5,1,13.43407491914002,Brazil
2.0284530432847663,10.510996535644303,5.69,2,0,0.0,France
3.010981815864282,7.641820580314221,4.35,0,0,0.0,France
5.49661625769856,2.3712179004499943,3.92,3,3,35.96158182215645,France
3.3033103359131815,3.309827041699715,5.11,4,1,65.06715981440105,Germany
4.164085059281046,8.054239832918858,3.68,6,0,0.0,France
7.004913813920708,7.3021154899850265,4.37,5,3,16.107501370194903,India
2.8184067001026136,8.262129722607739,4.28,5,1,89.17273837179553,Germany
9.329552171253123,7.998027948653525,5.02,1,0,0.0,Italy
10.435781974965133,7.249590550241793,4.39,4,0,0.0,Germany
4.304092897248352,0.8185353452118878,4.85,3,2,139.31346077989815,Brazil
8.51649256661324,6.542165219881757,3.3,4,2,52.59375207085366,USA
8.237884177273758,6.972275404097423,6.15,3,0,0.0,USA
5.9800284531718635,5.964937442557324,2.65,3,2,107.81454973335737,Germany
2.602833811791921,10.340082775740512,6.77,0,0,0.0,USA
2.1624876454478303,11.525842679782745,6.44,3,1,49.36015020927808,USA
4.44409356525952,0.9308980958934836,5.07,3,2,183.83080080972888,Italy
8.72777863708388,5.845750807745386,5.66,4,1,32.41491114939657,Germany
5.8309695193742925,1.8263161626854312,5.72,2,1,89.27688126554855,India
0.9804497725118417,8.933240163476578,5.09,1,1,92.28341790395137,Italy
5.395193152711041,7.556449309039492,4.15,2,0,0.0,USA
5.897491948804753,1.4397172381648315,4.98,3,0,0.0,India
8.170079632694657,8.417689751113834,4.93,2,0,0.0,Germany
2.1824528584504304,9.31476048780915,6.28,4,0,0.0,Germany
8.502602153154834,8.09357295342887,3.82,4,3,40.34484259848977,France
2.0874175488018794,10.324478036279219,8.47,2,2,12.01679379415011,Germany
7.756747028271228,8.91296985160341,2.84,6,2,189.43963907161864,Brazil
7.614579067986648,7.783019600323874,4.56,0,0,0.0,Brazil
2.147802017544336,10.55232269466429,9.97,5,2,150.1141568889889,India
1.6162437529439808,10.84390632991441,10.63,2,2,26.108106351776705,Brazil
2.9228031564743944,10.901973785538512,7.48,5,0,0.0,USA
5.998704841828097,7.679555382625844,3.79,3,1,91.49080195992437,Germany
3.6414379833513832,3.596426374468786,3.55,7,0,0.0,France
7.197769823812697,6.931807532651178,4.94,7,2,166.05056399745834,Germany
6.567992892343845,6.234812634844904,6.5,2,0,0.0,India
5.368942481230466,2.324335151567816,6.03,6,2,112.11597068851701,Italy
4.8268690459527654,1.9288963640960832,3.9,2,1,56.79791974412927,France
4.038752283559255,3.139086204195955,7.06,2,0,0.0,Brazil
4.322117942210705,2.0897481959531956,1.51,3,0,0.0,France
4.877708376986437,2.452795003492305,6.33,2,0,0.0,USA
9.955913799259335,8.871163689093974,6.4,1,1,10.79567615796266,France
1.9746919745721998,9.901941554072158,3.76,6,0,0.0,France
3.525056648875687,3.170080632702084,7.19,4,3,260.7026284402258,Brazil
2.255457961558177,9.481979299963754,5.29,6,0,0.0,India
4.329800923601267,9.284343486589744,2.77,2,1,64.05378607127817,Germany
4.127344725581551,1.1716420938361904,3.17,2,1,47.74778534097665,France
2.5162426085333047,8.798676549630299,1.0,2,0,0.0,France
8.539532753656452,6.791286630997158,1.97,4,0,0.0,India
3.318578444135504,9.97098931458398,7.31,2,1,92.83552496609697,India
10.432510436361412,7.353791586607322,3.62,3,1,58.5814505405409,India
9.57439297517666,5.200144377100475,2.6,2,1,53.30254132461698,Germany
11.066127313972592,8.801215788530856,8.9,6,0,0.0,France
7.039912777471191,6.470755052928773,6.44,4,2,152.9964820693539,Brazil
5.393296309649195,2.0729959990405,7.7,2,2,14.671989534363679,France
5.428251730080889,6.624781421530902,5.68,5,1,83.090328411003,Germany
8.211374675549447,5.939043041824016,6.36,3,1,43.17248728205538,Italy
9.506476948152747,8.292267536665955,2.56,4,2,38.348939971471985,USA
3.7162192709099657,7.938973735149084,5.7,5,2,132.14775543537792,Germany
3.355491800155587,3.4490488344446977,6.19,3,1,25.36617204787154,USA
5.062203633677976,0.8445351695615249,1.0,3,0,0.0,USA
9.151489279516124,10.106758057746031,5.43,2,0,0.0,Germany
8.896934832418482,7.0828203436513935,4.49,6,2,159.71014463311718,India
3.688694465840145,1.6313478636945964,5.35,1,1,61.29981556177618,France
6.172259218815723,2.393706389844801,7.28,3,1,77.66600654874708,France
7.905952514988823,7.495443764406149,8.56,7,1,29.129911415334803,France
7.304704910903087,8.853570357060333,2.93,5,1,45.03625560158412,Germany
9.11962140930558,7.204988681469839,8.29,3,3,152.1521888360464,Brazil
5.096512671158764,6.805702921349799,4.2,4,1,36.1524185335533,India
6.093719073349986,1.493205041228523,2.89,1,0,0.0,India
7.203309945192458,7.146656897556694,5.66,0,0,0.0,USA
2.8991213296121954,9.172339618118453,9.37,1,0,0.0,Brazil
2.157749415511167,10.08443636651475,6.33,1,0,0.0,Germany
5.9603660994699785,6.134253075177369,5.22,1,1,9.969508226835956,Germany
9.278181019736417,9.112961626576077,3.24,7,2,182.76783795453937,France
2.3398367990166724,7.600571631293342,8.29,5,1,10.740419258392409,France
5.776935145076892,6.702279793570512,7.03,3,2,130.4847371707175,India
11.364159442440618,7.815302805099394,6.38,2,2,102.84190250885473,Brazil
8.785954916911015,8.487017915196084,6.48,3,0,0.0,Brazil
6.476970209504109,6.950569933741942,5.39,2,0,0.0,Germany
6.142863845983373,6.261249263131312,4.38,3,0,0.0,France
6.625943636853173,8.19485845358637,10.75,2,0,0.0,India
9.27160908070741,6.533149296391466,1.56,3,0,0.0,France
7.733556105722627,5.741828148386367,5.43,2,1,80.23035490824341,Brazil
6.5834936012656655,7.468262718596515,8.25,4,3,247.80376005388996,France
8.865227609125395,7.492215660308095,9.15,3,0,0.0,India
5.420080557414177,0.7989673882205854,4.99,3,2,92.90739190530138,Germany
4.858842752084076,1.1313480520725796,4.48,0,0,0.0,India
7.492881005801341,7.21901813895178,7.9,3,1,19.339645941648094,France
2.421308870277002,4.391947463254196,3.62,2,1,67.43558524791283,USA
3.9530524391862922,6.718105175061083,5.57,2,0,0.0,India
8.158363045970527,8.106001856715892,4.69,4,2,28.13735217751116,Italy
5.7688740187366285,6.1249246194720035,3.87,2,2,125.0218104498347,India
5.084774731237985,2.823889078401379,3.8,4,0,0.0,Italy
9.617067272005164,6.813956412628872,2.1,2,1,13.02891699908971,USA
5.079331526686092,3.241130171043821,6.53,4,1,74.98273158034452,USA
8.38365501569343,7.874921258276945,3.04,3,0,0.0,India
6.915047331842779,7.407175711515721,6.11,2,0,0.0,India
3.1166699106730573,8.6099241355083,4.2,2,0,0.0,Italy
6.864594313900158,7.1602445302704,6.77,1,1,63.58900559567406,Italy
2.425370995123389,10.424745273401825,3.55,5,2,29.702823215082997,Germany
7.512434790373453,5.473877234013393,4.99,0,0,0.0,USA
2.2130773459881743,9.275341400378212,2.93,4,0,0.0,India
7.09208591618554,6.629679310274902,6.25,3,0,0.0,Brazil
0.37616424839648355,7.062198328675819,3.94,0,0,0.0,France
3.436128094630833,8.954760772136522,5.47,0,0,0.0,USA
7.502357772155018,7.9314386112992254,8.03,2,2,160.9703696718388,Italy
3.7109523537673708,1.4690410102890683,5.61,2,1,20.03513677200911,India
3.596443561915553,7.9284609993131365,3.91,5,1,79.60902397029359,Brazil
5.69220003946927,6.358879602631405,4.76,3,0,0.0,India
4.879736582077398,2.4594796772909535,3.98,3,1,26.865985580843823,USA
6.105750017708448,6.039068316314327,9.15,2,0,0.0,India
7.153263411302826,5.303596741556428,5.7,3,0,0.0,Brazil
4.610662430374116,2.748284805529818,1.0,5,0,0.0,Brazil
3.8254806487817774,3.4740127142211104,3.27,6,0,0.0,Italy
5.650258149511365,1.527412224143883,4.2,4,2,80.10731576450445,France
2.3756567182704678,8.861816291817778,5.52,3,1,25.673217312198286,France
4.106885116802148,2.6130726410928165,4.95,1,1,5.04484924274108,Italy
6.8764292005359815,7.404969053600381,4.7,3,2,147.30161361804056,India
9.385546196901982,9.113313685807103,6.04,4,0,0.0,India
4.212580062407905,8.958738429301702,2.0,1,1,40.26645095906843,France
6.877223465344543,5.663454766093007,5.05,2,1,50.43149269625098,France
6.107729281225411,1.9429066263437462,1.14,2,1,5.428645361933682,France
4.157565265291798,3.0721530413826965,2.73,2,0,0.0,Brazil
8.386549490289283,6.7338947968983875,10.17,4,0,0.0,USA
2.3622623246660623,8.49215455817833,2.32,3,3,39.52714381571777,USA
8.628401704223013,6.691083877422528,1.95,7,1,52.90796463388626,Italy
3.3966898008548503,8.576827827874911,6.04,2,1,46.65020506981587,Germany
6.839720496631509,8.022900288272348,4.04,4,1,30.19526599241857,Italy
8.706805026557854,7.148143231177722,8.29,4,2,194.24562563394022,France
2.5493555736970936,7.583511026080274,5.98,3,1,83.27200648616846,India
5.322217618287761,2.9197466875141185,8.75,1,1,81.23312067868811,Italy
5.347336547092483,2.750101376295561,2.32,3,0,0.0,Italy
2.9592630945319938,9.63713606054582,3.63,5,0,0.0,USA
7.296892556473663,6.963520328022508,3.98,6,0,0.0,USA
9.63722665472914,8.352001924688814,7.5,2,2,58.2741762169699,Italy
9.356763388513514,6.743667734035375,5.27,1,0,0.0,France
6.650054550077017,7.604473225079407,3.38,4,1,12.870185263542666,Germany
5.03096412218472,8.187752174369386,4.28,4,0,0.0,Italy
8.283033566622395,8.648831912766441,3.67,5,2,102.38281419451262,India
5.991823255572422,5.481625600206625,4.96,2,0,0.0,Italy
9.24260600084809,6.506784983633803,6.48,3,3,228.47302704221823,Germany
5.662720307778866,1.7827234980115152,3.15,3,1,63.158295204200016,India
7.6276989954729375,6.954361700769029,3.14,4,0,0.0,India
6.0892781824589814,6.7105119168810115,4.43,3,2,163.77818663062618,Brazil
9.8684228331255,7.470155503144878,1.99,4,0,0.0,Italy
2.556568325597186,7.432109364852194,6.74,3,1,63.952824303920245,USA
7.526846937675716,6.182107123271484,4.23,1,1,19.282087917009804,Germany
5.518892990785108,1.0266788879523039,4.87,1,0,0.0,Germany
4.144914285337401,0.957174252772703,8.35,4,0,0.0,France
7.919141602959057,6.264182228223877,5.9,3,1,40.0977648399498,France
4.441805206078741,3.273795084996691,6.86,1,0,0.0,India
6.095966716924562,6.4377733332997495,7.02,2,2,111.25310880676781,France
10.043910107659766,6.170262742823445,2.63,4,2,135.6576136681884,USA
3.950767038506311,2.4408597877996177,7.28,1,0,0.0,France
3.485070876030083,10.067927924806161,4.32,4,2,163.9836957518679,Brazil
8.561694474849055,5.564010141425465,5.5,2,1,53.7546276423941,USA
9.158497264856736,6.78323738760302,7.56,3,2,157.65391082515677,Germany
3.0597344725443336,7.793573702284163,6.69,5,3,237.16544797011397,India
8.17322170511453,8.42432272092142,2.72,4,1,47.82201888821414,USA
5.355613077398941,4.367531584523183,6.72,3,2,160.61753086567853,Brazil
8.07372815900043,5.748642928035968,4.82,4,0,0.0,Italy
